prefectural_bureau,station_id,prec_no,block_no,station_type,url_station_type,station_name,katakana_name,romaji_name,location,latitude_decimal,longitude_decimal,elevation,observation_start_date,observation_start_date_rain,observation_start_date_other,weather_info_name,anemometer_height,thermometer_height,notes1,notes2,rainfall_YN,temperature_YN,wind_YN,sunshine_YN,relative_humidity_YN,atmospheric_pressure_YN,snowfall_YN
秋田,32616,32,0199,四,a,にかほ,ﾆｶﾎ,nikaho,にかほ市金浦字南金浦,39.255,139.91333333333333,7,#昭51.11.19,1974-11-01,1976-11-19,にかほ,10.1,2,－,－,Y,Y,Y,Y,Y,N,N
秋田,32626,32,0200,四,a,矢島,ﾔｼﾏ,yashima,由利本荘市矢島町城内字築舘,39.235,140.13666666666666,46,#昭51.11.18,1974-11-01,1976-11-18,矢島,9.9,2.5,32950,－,Y,Y,Y,Y,Y,N,Y
秋田,32681,32,1407,雨,a,笹子,ｼﾞﾈｺﾞ,jinego,由利本荘市鳥海町上笹子字石神,39.10166666666667,140.28666666666666,223,昭58.9.14,1983-09-14,1983-09-14,由利本荘市笹子,－,－,－,－,Y,N,N,N,N,N,N
秋田,32691,32,0202,四,a,湯沢,ﾕｻﾞﾜ,yuzawa,湯沢市金谷字樋ノ口,39.18666666666667,140.46333333333334,74,#昭51.11.16,1974-11-01,1976-11-16,湯沢,9.9,2.5,32960,－,Y,Y,Y,Y,Y,N,Y
秋田,32701,32,1109,雨,a,東成瀬,ﾋｶﾞｼﾅﾙｾ,higashinaruse,雄勝郡東成瀬村田子内字仙人下,39.178333333333335,140.64833333333334,191,昭51.7.27,1976-07-27,1976-07-27,東成瀬,－,－,－,－,Y,N,N,N,N,N,N
秋田,32771,32,0204,四,a,湯の岱,ﾕﾉﾀｲ,yunotai,湯沢市秋の宮字湯の岱,38.96,140.52833333333334,335,#昭51.11.15,1974-11-01,1976-11-15,湯沢市湯の岱,6.4,2.8,32955,－,Y,Y,Y,Y,Y,N,Y
岩手,33006,33,0205,四,a,種市,ﾀﾈｲﾁ,taneichi,九戸郡洋野町種市第21地割,40.403333333333336,141.7,70,#昭51.11.20,1974-11-01,1976-11-20,洋野町種市,6.4,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33026,33,0206,四,a,軽米,ｶﾙﾏｲ,karumai,九戸郡軽米町大字上舘第15地割,40.325,141.46666666666667,148,#昭51.11.16,1974-11-01,1976-11-16,軽米,9.9,1.8,－,－,Y,Y,Y,Y,Y,N,N
岩手,33071,33,0207,四,a,二戸,ﾆﾉﾍ,ninohe,二戸市堀野字馬場,40.29833333333333,141.29833333333335,87,#昭51.11.22,1974-11-01,1976-11-22,二戸,6.4,2,33905,－,Y,Y,Y,Y,Y,N,Y
岩手,33086,33,1037,雨,a,大野,ｵｵﾉ,oono,九戸郡洋野町大野,40.281666666666666,141.66666666666666,200,昭50.5.23,1975-05-23,1975-05-23,洋野町大野,－,－,－,－,Y,N,N,N,N,N,N
岩手,33136,33,1219,四,a,山形,ﾔﾏｶﾞﾀ,yamagata,久慈市山形町川井,40.14833333333333,141.57166666666666,290,昭52.10.31,1977-10-31,1977-10-31,久慈市山形,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33146,33,0209,四,a,久慈,ｸｼﾞ,kuji,久慈市小久慈町第24地割,40.16833333333334,141.74833333333333,13,#昭51.11.19,1974-11-01,1976-11-19,久慈,9.9,2,33960,－,Y,Y,Y,Y,Y,N,Y
岩手,33166,33,1120,四,a,荒屋,ｱﾗﾔ,araya,八幡平市叺田,40.10333333333333,141.05,290,昭51.11.18,1976-11-18,1976-11-18,八幡平市荒屋,10.1,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33176,33,1215,四,a,奥中山,ｵｸﾅｶﾔﾏ,okunakayama,二戸郡一戸町小繋字西田子,40.06,141.225,430,昭52.10.27,1977-10-27,1977-10-27,一戸町奥中山,9.9,2,33915,－,Y,Y,Y,Y,Y,N,Y
岩手,33186,33,0211,四,a,葛巻,ｸｽﾞﾏｷ,kuzumaki,岩手郡葛巻町葛巻第7地割字元町,40.04,141.45666666666668,418,#昭51.12.13,1974-11-01,1976-12-13,葛巻,9.9,2,33920,－,Y,Y,Y,Y,Y,N,Y
岩手,33201,33,1332,雨,a,下戸鎖,ｼﾓﾄｸｻﾘ,shimotokusari,久慈市山根町下戸鎖,40.085,141.71166666666667,232,昭53.12.21,1978-12-21,1978-12-21,久慈市下戸鎖,－,－,－,－,Y,N,N,N,N,N,N
岩手,33206,33,1123,四,a,普代,ﾌﾀﾞｲ,fudai,下閉伊郡普代村第13地割字普代,40.00333333333333,141.88333333333333,8,昭51.11.22,1976-11-22,1976-11-22,普代,9.3,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33226,33,0214,四,a,岩手松尾,ｲﾜﾃﾏﾂｵ,iwatematsuo,八幡平市野駄,39.95166666666667,141.065,275,#昭51.12.1,1974-11-01,1976-12-01,八幡平市岩手松尾,9.9,2,33910,－,Y,Y,Y,Y,Y,N,Y
岩手,33231,33,1653,雨,a,一方井,ｲｯｶﾀｲ,ikkatai,岩手郡岩手町大字一方井第15地割,39.973333333333336,141.16666666666666,285,平26.9.3,2014-09-03,2014-09-03,岩手町一方井,－,－,－,－,Y,N,N,N,N,N,N
岩手,33296,33,1032,四,a,好摩,ｺｳﾏ,kouma,盛岡市好摩字芋田向,39.86833333333333,141.16666666666666,205,(昭50.5.22)昭51.12.14,1975-05-22,1976-12-14,盛岡市好摩,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33326,33,0218,四,a,岩泉,ｲﾜｲｽﾞﾐ,iwaizumi,下閉伊郡岩泉町岩泉字中家,39.846666666666664,141.795,105,#昭51.11.24,1974-11-01,1976-11-24,岩泉,9.9,2.5,33965,－,Y,Y,Y,Y,Y,N,Y
岩手,33336,33,1212,四,a,小本,ｵﾓﾄ,omoto,下閉伊郡岩泉町小本字下中野,39.846666666666664,141.96333333333334,3,昭52.10.26,1977-10-26,1977-10-26,岩泉町小本,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33351,33,1168,雨,a,葛根田,ｶｯｺﾝﾀﾞ,kakkonda,岩手郡雫石町西根第3地割上篠崎,39.776666666666664,140.945,350,昭52.7.5,1977-07-05,1977-07-05,雫石町葛根田,－,－,－,－,Y,N,N,N,N,N,N
岩手,33361,33,1560,雨,a,滝沢,ﾀｷｻﾞﾜ,takizawa,滝沢市湯舟沢,39.78,141.09666666666666,210,平17.10.21,2005-10-21,2005-10-21,滝沢,－,－,－,－,Y,N,N,N,N,N,N
岩手,33371,33,1078,四,a,薮川,ﾔﾌﾞｶﾜ,yabukawa,盛岡市薮川字外山,39.78333333333333,141.32833333333335,680,(昭50.11.13)昭51.11.25,1975-11-13,1976-11-25,盛岡市薮川,9.9,2.3,－,－,Y,Y,Y,Y,Y,N,N
岩手,33421,33,0221,四,a,雫石,ｼｽﾞｸｲｼ,shizukuishi,岩手郡雫石町第40地割字千刈田,39.696666666666665,140.975,195,#昭51.11.26,1974-11-01,1976-11-26,雫石,8.4,2,33925,－,Y,Y,Y,Y,Y,N,Y
岩手,33431,33,47584,官,s,盛岡,ﾓﾘｵｶ,morioka,盛岡市山王町　盛岡地方気象台,39.69833333333333,141.165,155,#昭50.4.1,1974-11-01,1975-04-01,盛岡,15.5,1.5,33927,－,Y,Y,Y,Y,Y,Y,Y
岩手,33441,33,1447,四,a,区界,ｸｻﾞｶｲ,kuzakai,宮古市区界第2地割,39.65,141.35333333333332,734,平5.10.7,1993-10-07,1993-10-07,宮古市区界,9.9,2.5,33955,－,Y,Y,Y,Y,Y,N,Y
岩手,33472,33,47585,官,s,宮古,ﾐﾔｺ,miyako,宮古市鍬ケ崎下町　宮古特別地域気象観測所,39.64666666666667,141.965,43,平2.10.18,1990-10-18,1990-10-18,宮古,20.3,1.5,33933,－,Y,Y,Y,Y,Y,Y,Y
岩手,33486,33,1118,四,a,沢内,ｻﾜｳﾁ,sawauchi,和賀郡西和賀町沢内字貝沢4地割,39.54833333333333,140.84333333333333,407,平29.7.11,2017-07-11,2017-07-11,西和賀町沢内,9.9,3,－,－,Y,Y,Y,Y,Y,N,N
岩手,33501,33,1128,四,a,紫波,ｼﾜ,shiwa,紫波郡紫波町稲藤字七郷,39.54666666666667,141.12666666666667,125,昭51.11.30,1976-11-30,1976-11-30,紫波,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33526,33,1224,四,a,川井,ｶﾜｲ,kawai,宮古市川井,39.598333333333336,141.68166666666667,192,昭52.12.2,1977-12-02,1977-12-02,宮古市川井,6.4,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33566,33,0226,雨,a,豊沢,ﾄﾖｻﾜ,toyosawa,花巻市北豊沢山国有林,39.48,140.96833333333333,300,#,1974-11-01,1974-11-01,花巻市豊沢,－,－,－,－,Y,N,N,N,N,N,N
岩手,33576,33,0227,官,a,花巻,ﾊﾅﾏｷ,hanamaki,花巻市葛第3地割　花巻航空気象観測所,39.428333333333335,141.135,90,#平15.1.1,1974-11-01,2003-01-01,花巻,10,1.5,33957,日照・湿度・気圧を除く,Y,Y,Y,N,N,N,Y
岩手,33581,33,0228,四,a,大迫,ｵｵﾊｻﾏ,oohasama,花巻市大迫町大迫第13地割,39.47,141.27833333333334,150,#昭51.11.18,1974-11-01,1976-11-18,花巻市大迫,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33596,33,1563,雨,a,附馬牛,ﾂｷﾓｳｼ,tsukimoushi,遠野市附馬牛町上附馬牛19地割,39.45666666666666,141.50666666666666,440,平17.10.20,2005-10-20,2005-10-20,遠野市附馬牛,－,－,－,－,Y,N,N,N,N,N,N
岩手,33611,33,1508,雨,a,大槌,ｵｵﾂﾁ,ootsuchi,上閉伊郡大槌町金沢,39.43833333333333,141.80666666666667,120,平12.11.17,2000-11-17,2000-11-17,大槌,－,－,－,－,Y,N,N,N,N,N,N
岩手,33616,33,1033,四,a,山田,ﾔﾏﾀﾞ,yamada,下閉伊郡山田町織笠第11地割,39.45,141.95666666666668,24,(昭50.5.22)昭51.11.19,1975-05-22,1976-11-19,山田,6.4,1.5,－,－,Y,Y,Y,Y,Y,N,N
岩手,33631,33,0229,四,a,湯田,ﾕﾀﾞ,yuda,和賀郡西和賀町上野々第39地割,39.31,140.77666666666667,250,#昭51.2.26,1974-11-01,1976-02-26,西和賀町湯田,9.9,3.5,33935,－,Y,Y,Y,Y,Y,N,Y
岩手,33671,33,0231,四,a,遠野,ﾄｵﾉ,toono,遠野市松崎町白岩24地割,39.33833333333333,141.54333333333332,275,#昭51.11.22,1974-11-01,1976-11-22,遠野,10.1,2,33930,－,Y,Y,Y,Y,Y,N,Y
岩手,33711,33,1558,雨,a,金ケ崎,ｶﾈｶﾞｻｷ,kanegasaki,胆沢郡金ケ崎町西根千貫石,39.225,141.015,170,平17.10.19,2005-10-19,2005-10-19,金ケ崎,－,－,－,－,Y,N,N,N,N,N,N
岩手,33716,33,0230,四,a,北上,ｷﾀｶﾐ,kitakami,北上市芳町,39.288333333333334,141.11,61,昭51.12.4,1976-12-04,1976-12-04,北上,6.4,2,33940,－,Y,Y,Y,Y,Y,N,Y
岩手,33726,33,1113,雨,a,米里,ﾖﾈｻﾄ,yonesato,奥州市江刺米里字荒田表,39.233333333333334,141.31,170,昭51.9.9,1976-09-09,1976-09-09,奥州市米里,－,－,－,－,Y,N,N,N,N,N,N
岩手,33751,33,0233,四,a,釜石,ｶﾏｲｼ,kamaishi,釜石市港町,39.27,141.87833333333333,5,#昭51.11.20,1974-11-01,1976-11-20,釜石,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33776,33,0235,四,a,若柳,ﾜｶﾔﾅｷﾞ,wakayanagi,奥州市胆沢若柳字倉舘,39.14,141.06333333333333,97,#昭51.11.26,1974-11-01,1976-11-26,奥州市若柳,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33781,33,0236,四,a,江刺,ｴｻｼ,esashi,奥州市江刺愛宕字八日市,39.18333333333333,141.16166666666666,42,#昭51.11.25,1974-11-01,1976-11-25,奥州市江刺,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33801,33,1206,四,a,住田,ｽﾐﾀ,sumita,気仙郡住田町世田米字川向,39.141666666666666,141.57333333333332,80,昭52.10.20,1977-10-20,1977-10-20,住田,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
岩手,33831,33,1028,雨,a,祭畤,ﾏﾂﾙﾍﾞ,matsurube,一関市厳美町祭畤,39.01166666666666,140.865,350,昭50.5.21,1975-05-21,1975-05-21,一関市祭畤,－,－,33945,－,Y,N,N,N,N,N,Y
岩手,33841,33,1045,雨,a,衣川,ｺﾛﾓｶﾞﾜ,koromogawa,奥州市衣川懸田,39.05,141.045,75,昭50.5.25,1975-05-25,1975-05-25,奥州市衣川,－,－,－,－,Y,N,N,N,N,N,N
岩手,33856,33,1557,雨,a,大東,ﾀﾞｲﾄｳ,daitou,一関市大東町猿沢字上ノ洞,39.038333333333334,141.29666666666665,140,平17.10.18,2005-10-18,2005-10-18,一関市大東,－,－,－,－,Y,N,N,N,N,N,N
岩手,33877,33,47512,官,s,大船渡,ｵｵﾌﾅﾄ,oofunato,大船渡市大船渡町字赤沢　大船渡特別地域気象観測所,39.06333333333333,141.71333333333334,37,平2.3.15,1990-03-15,1990-03-15,大船渡,22.2,1.5,33947,－,Y,Y,Y,Y,Y,Y,Y
岩手,33911,33,0238,四,a,一関,ｲﾁﾉｾｷ,ichinoseki,一関市竹山町,38.93333333333333,141.125,32,#昭51.2.25,1974-11-01,1976-02-25,一関,10.1,2,33950,－,Y,Y,Y,Y,Y,N,Y
岩手,33921,33,0239,四,a,千厩,ｾﾝﾏﾔ,senmaya,一関市千厩町千厩字北方,38.92166666666667,141.33,120,#昭51.11.27,1974-11-01,1976-11-27,一関市千厩,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
宮城,34012,34,1126,四,a,駒ノ湯,ｺﾏﾉﾕ,komanoyu,栗原市栗駒沼倉耕英南,38.913333333333334,140.82833333333335,532,昭51.11.29,1976-11-29,1976-11-29,栗原市駒ノ湯,10,2.5,34906,－,Y,Y,Y,Y,Y,N,Y
宮城,34026,34,0242,四,a,気仙沼,ｹｾﾝﾇﾏ,kesennuma,気仙沼市古町,38.906666666666666,141.55666666666667,62,#昭51.12.2,1974-11-01,1976-12-02,気仙沼,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
宮城,34056,34,1526,雨,a,鴬沢,ｳｸﾞｲｽｻﾞﾜ,uguisuzawa,栗原市鶯沢袋宮林,38.805,140.94833333333332,33,平13.9.27,2001-09-27,2001-09-27,栗原市鶯沢,－,－,－,－,Y,N,N,N,N,N,N
宮城,34096,34,0243,四,a,川渡,ｶﾜﾀﾋﾞ,kawatabi,大崎市鳴子温泉字蓬田,38.74333333333333,140.76,170,#昭51.12.4,1974-11-01,1976-12-04,大崎市川渡,9.9,2,34900,－,Y,Y,Y,Y,Y,N,Y
宮城,34111,34,0244,四,a,築館,ﾂｷﾀﾞﾃ,tsukidate,栗原市築館左足下,38.735,141.005,25,#昭51.2.23,1974-11-01,1976-02-23,栗原市築館,6.6,2.3,－,－,Y,Y,Y,Y,Y,N,N
宮城,34171,34,1029,四,a,米山,ﾖﾈﾔﾏ,yoneyama,登米市米山町西野字新遠田,38.625,141.18666666666667,4,(昭50.5.21)昭51.11.30,1975-05-21,1976-11-30,登米市米山,10,1.5,－,－,Y,Y,Y,Y,Y,N,N
宮城,34186,34,0246,四,a,志津川,ｼﾂﾞｶﾞﾜ,shizugawa,本吉郡南三陸町志津川字城場,38.681666666666665,141.44833333333332,39,#昭51.12.2,1974-11-01,1976-12-02,南三陸町志津川,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
宮城,34206,34,1561,雨,a,加美,ｶﾐ,kami,加美郡加美町味ヶ袋薬莱原,38.571666666666665,140.72666666666666,195,平17.10.21,2005-10-21,2005-10-21,加美,－,－,－,－,Y,N,N,N,N,N,N
宮城,34216,34,0247,四,a,古川,ﾌﾙｶﾜ,furukawa,大崎市古川大崎字富国,38.598333333333336,140.91166666666666,28,#昭51.12.3,1974-11-01,1976-12-03,大崎市古川,6.6,1.8,34910,－,Y,Y,Y,Y,Y,N,Y
宮城,34241,34,0985,雨,a,雄勝,ｵｶﾞﾂ,ogatsu,石巻市雄勝町雄勝字下雄勝,38.52,141.465,24,昭50.5.13,1975-05-13,1975-05-13,石巻市雄勝,－,－,－,－,Y,N,N,N,N,N,N
宮城,34262,34,1365,雨,a,泉ケ岳,ｲｽﾞﾐｶﾞﾀﾞｹ,izumigadake,仙台市泉区福岡岳山,38.406666666666666,140.72166666666666,630,平17.10.26,2005-10-26,2005-10-26,仙台市泉ケ岳,－,－,－,－,Y,N,N,N,N,N,N
宮城,34266,34,0248,四,a,大衡,ｵｵﾋﾗ,oohira,黒川郡大衡村松の平,38.473333333333336,140.88833333333332,57,#昭51.12.3,1974-11-01,1976-12-03,大衡,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
宮城,34276,34,0249,四,a,鹿島台,ｶｼﾏﾀﾞｲ,kashimadai,大崎市鹿島台広長字内の浦,38.46,141.09166666666667,3,#昭51.12.2,1974-11-01,1976-12-02,大崎市鹿島台,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
宮城,34292,34,47592,官,s,石巻,ｲｼﾉﾏｷ,ishinomaki,石巻市泉町　石巻特別地域気象観測所,38.42666666666667,141.29833333333335,43,平2.1.25,1990-01-25,1990-01-25,石巻,28.6,1.5,34913,－,Y,Y,Y,Y,Y,Y,Y
宮城,34296,34,1626,四,a,女川,ｵﾅｶﾞﾜ,onagawa,牡鹿郡女川町宮ケ崎字宮ケ崎,38.446666666666665,141.45,38,平23.5.13,2011-05-13,2011-05-13,女川,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
宮城,34311,34,0251,四,a,新川,ﾆｯｶﾜ,nikkawa,仙台市青葉区新川字清水尻,38.303333333333335,140.63666666666666,265,#昭51.11.30,1974-11-01,1976-11-30,仙台市新川,10.1,2,34915,－,Y,Y,Y,Y,Y,N,Y
宮城,34331,34,1030,四,a,塩釜,ｼｵｶﾞﾏ,shiogama,塩竈市伊保石,38.33833333333333,141.01333333333332,105,(昭50.5.21)昭51.11.30,1975-05-21,1976-11-30,塩釜,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
宮城,34392,34,47590,官,s,仙台,ｾﾝﾀﾞｲ,sendai,仙台市宮城野区五輪　仙台管区気象台,38.26166666666666,140.89666666666668,39,昭57.3.1,1982-03-01,1982-03-01,仙台,52.6,1.5,34917,－,Y,Y,Y,Y,Y,Y,Y
宮城,34436,34,1464,官,a,名取,ﾅﾄﾘ,natori,名取市下増田字南原　仙台航空気象観測所,38.138333333333335,140.91666666666666,2,平15.1.1,2003-01-01,2003-01-01,名取,9.9,1.5,34965,日照・湿度・気圧を除く,Y,Y,Y,N,N,N,Y
宮城,34461,34,0256,四,a,白石,ｼﾛｲｼ,shiroishi,白石市福岡長袋字湯殿山,38.015,140.61166666666668,86,#昭51.11.25,1974-11-01,1976-11-25,白石,10.1,1.7,34920,－,Y,Y,Y,Y,Y,N,Y
宮城,34462,34,1564,四,a,蔵王,ｻﾞｵｳ,zaou,刈田郡蔵王町大字平沢字内屋敷,38.126666666666665,140.68,112,平17.10.27,2005-10-27,2005-10-27,蔵王,6.6,1.5,－,－,Y,Y,Y,Y,Y,N,N
宮城,34471,34,0257,四,a,亘理,ﾜﾀﾘ,watari,亘理郡亘理町字油田,38.025,140.85833333333332,4,#昭51.11.29,1974-11-01,1976-11-29,亘理,9.9,2,－,－,Y,Y,Y,Y,Y,N,N
宮城,34506,34,1220,四,a,丸森,ﾏﾙﾓﾘ,marumori,伊具郡丸森町舘矢間舘山字新賢中,37.931666666666665,140.77833333333334,18,昭52.11.4,1977-11-04,1977-11-04,丸森,9.9,1.5,－,－,Y,Y,Y,Y,Y,N,N
宮城,34526,34,1298,雨,a,筆甫,ﾋｯﾎﾟ,hippo,伊具郡丸森町筆甫字和田,37.82666666666667,140.72833333333332,305,昭53.11.11,1978-11-11,1978-11-11,丸森町筆甫,－,－,－,－,Y,N,N,N,N,N,N
山形,35002,35,1291,四,a,飛島,ﾄﾋﾞｼﾏ,tobishima,酒田市飛島字勝浦乙,39.18333333333333,139.54333333333332,58,昭62.11.10,1987-11-10,1987-11-10,酒田市飛島,20.4,1.6,－,－,Y,Y,Y,Y,Y,N,N
山形,35052,35,47587,官,s,酒田,ｻｶﾀ,sakata,酒田市亀ケ崎　酒田特別地域気象観測所,38.90833333333333,139.84333333333333,3,昭59.2.10,1984-02-10,1984-02-10,酒田,26.6,1.5,35955,－,Y,Y,Y,Y,Y,Y,Y
山形,35056,35,1664,雨,a,酒田大沢,ｻｶﾀｵｵｻﾜ,sakataoosawa,酒田市大蕨字二タ子,38.965,139.99833333333333,65,平29.12.20,2017-12-20,2017-12-20,酒田大沢,－,－,－,－,Y,N,N,N,N,N,N
山形,35071,35,0260,四,a,差首鍋,ｻｽﾅﾍﾞ,sasunabe,最上郡真室川町差首鍋,38.91833333333334,140.2,88,昭51.11.30,1976-11-30,1976-11-30,真室川町差首鍋,8.9,3.5,－,－,Y,Y,Y,Y,Y,N,N
山形,35086,35,1465,官,a,浜中,ﾊﾏﾅｶ,hamanaka,酒田市浜中字村東　庄内航空気象観測所,38.81166666666667,139.78666666666666,22,平15.1.1,2003-01-01,2003-01-01,酒田市浜中,10,1.5,－,日照・湿度・気圧を除く,Y,Y,Y,N,N,N,N
山形,35116,35,0262,四,a,金山,ｶﾈﾔﾏ,kaneyama,最上郡金山町金山字本町,38.87833333333333,140.33166666666668,170,#昭51.11.29,1974-11-01,1976-11-29,金山,9.9,3,35900,－,Y,Y,Y,Y,Y,N,Y
山形,35141,35,0263,四,a,鶴岡,ﾂﾙｵｶ,tsuruoka,鶴岡市錦町,38.735,139.82833333333335,16,#昭51.12.2,1974-11-01,1976-12-02,鶴岡,10.1,2.5,－,－,Y,Y,Y,Y,Y,N,N
山形,35146,35,0264,四,a,狩川,ｶﾘｶﾜ,karikawa,東田川郡庄内町狩川字矢倉,38.8,139.97333333333333,17,#昭51.12.2,1974-11-01,1976-12-02,庄内町狩川,9.9,3,35905,－,Y,Y,Y,Y,Y,N,Y
山形,35162,35,47520,官,s,新庄,ｼﾝｼﾞｮｳ,shinjou,新庄市東谷地田町　新庄特別地域気象観測所,38.75666666666667,140.31166666666667,105,昭60.11.1,1985-11-01,1985-11-01,新庄,31.6,1.5,35907,－,Y,Y,Y,Y,Y,Y,Y
山形,35171,35,0266,雨,a,瀬見,ｾﾐ,semi,最上郡最上町大堀,38.755,140.41333333333333,150,#,1974-11-01,1974-11-01,最上町瀬見,－,－,－,－,Y,N,N,N,N,N,N
山形,35176,35,0910,四,a,向町,ﾑｶｲﾏﾁ,mukaimachi,最上郡最上町向町,38.75833333333333,140.51666666666668,212,(昭49.12.18)昭51.11.26,1974-12-18,1976-11-26,最上町向町,9.9,3.5,35950,－,Y,Y,Y,Y,Y,N,Y
山形,35201,35,0268,雨,a,櫛引,ｸｼﾋﾞｷ,kushibiki,鶴岡市桂荒俣字上桂,38.67166666666667,139.84833333333333,33,#,1974-11-01,1974-11-01,櫛引,－,－,35910,－,Y,N,N,N,N,N,Y
山形,35216,35,1125,四,a,肘折,ﾋｼﾞｵﾘ,hijiori,最上郡大蔵村南山,38.60666666666667,140.16333333333333,330,昭51.11.27,1976-11-27,1976-11-27,大蔵村肘折,8.4,6,35920,－,Y,Y,Y,Y,Y,N,Y
山形,35231,35,1039,四,a,尾花沢,ｵﾊﾞﾅｻﾞﾜ,obanazawa,尾花沢市新町,38.608333333333334,140.41166666666666,106,(昭50.5.23)昭51.3.8,1975-05-23,1976-03-08,尾花沢,8.9,3.2,35915,－,Y,Y,Y,Y,Y,N,Y
山形,35246,35,1040,四,a,鼠ケ関,ﾈｽﾞｶﾞｾｷ,nezugaseki,鶴岡市鼠ケ関字横路,38.56666666666667,139.55166666666668,18,(昭50.5.23)昭51.12.3,1975-05-23,1976-12-03,鶴岡市鼠ケ関,10.2,2,－,－,Y,Y,Y,Y,Y,N,N
山形,35257,35,1678,雨,a,上田沢,ｶﾐﾀｻﾞﾜ,kamitazawa,鶴岡市上田沢字中明,38.52333333333333,139.78833333333333,180,令8.3.24,2026-03-24,2026-03-24,鶴岡市上田沢,－,－,－,－,Y,N,N,N,N,N,N
山形,35332,35,1539,四,a,村山,ﾑﾗﾔﾏ,murayama,村山市大字大久保字寄込,38.46,140.34833333333333,80,平14.6.4,2002-06-04,2002-06-04,村山,6.7,2,－,－,Y,Y,Y,Y,Y,N,N
山形,35334,35,1488,官,a,東根,ﾋｶﾞｼﾈ,higashine,東根市大字羽入字柏原新林　山形航空気象観測所,38.41166666666667,140.37,105,平15.1.1,2003-01-01,2003-01-01,東根,10,1.5,－,日照・湿度・気圧を除く,Y,Y,Y,N,N,N,N
山形,35361,35,1292,四,a,大井沢,ｵｵｲｻﾜ,ooisawa,西村山郡西川町大井沢字中村,38.39,139.99333333333334,440,昭53.10.31,1978-10-31,1978-10-31,西川町大井沢,9.9,4.5,35925,－,Y,Y,Y,Y,Y,N,Y
山形,35376,35,0272,四,a,左沢,ｱﾃﾗｻﾞﾜ,aterazawa,西村山郡大江町本郷字下夕原己,38.37,140.19166666666666,133,#昭51.12.3,1974-11-01,1976-12-03,大江町左沢,6.4,2,35945,－,Y,Y,Y,Y,Y,N,Y
山形,35426,35,47588,官,s,山形,ﾔﾏｶﾞﾀ,yamagata,山形市緑町　山形地方気象台,38.255,140.345,153,#昭50.3.17,1974-11-01,1975-03-17,山形,14.9,1.5,35927,－,Y,Y,Y,Y,Y,Y,Y
山形,35456,35,0275,四,a,長井,ﾅｶﾞｲ,nagai,長井市平山,38.105,140.015,210,#昭51.12.10,1974-11-01,1976-12-10,長井,8.9,3,35930,－,Y,Y,Y,Y,Y,N,Y
山形,35466,35,1562,雨,a,上山中山,ｶﾐﾉﾔﾏﾅｶﾔﾏ,kaminoyamanakayama,上山市中山字壁屋敷,38.11666666666667,140.21333333333334,270,平17.10.25,2005-10-25,2005-10-25,上山中山,－,－,－,－,Y,N,N,N,N,N,N
山形,35486,35,0277,四,a,小国,ｵｸﾞﾆ,oguni,西置賜郡小国町増岡字下林,38.07833333333333,139.735,140,#昭51.12.8,1974-11-01,1976-12-08,小国,9.9,4,35935,－,Y,Y,Y,Y,Y,N,Y
山形,35511,35,1132,四,a,高畠,ﾀｶﾊﾀ,takahata,東置賜郡高畠町安久津字加茂川原,38.00333333333333,140.20666666666668,220,昭51.12.9,1976-12-09,1976-12-09,高畠,9.9,2.5,－,－,Y,Y,Y,Y,Y,N,N
山形,35537,35,1372,雨,a,中津川,ﾅｶﾂｶﾞﾜ,nakatsugawa,西置賜郡飯豊町岩倉,37.91,139.84333333333333,390,昭56.6.30,1981-06-30,1981-06-30,飯豊町中津川,－,－,－,－,Y,N,N,N,N,N,N
山形,35541,35,0278,四,a,高峰,ﾀｶﾐﾈ,takamine,西置賜郡飯豊町高峰,37.99,139.95333333333335,260,#昭51.11.22,1974-11-01,1976-11-22,飯豊町高峰,9.9,3.5,－,－,Y,Y,Y,Y,Y,N,N
山形,35552,35,0279,四,a,米沢,ﾖﾈｻﾞﾜ,yonezawa,米沢市アルカディア,37.91166666666667,140.14333333333335,245,平17.12.1,2005-12-01,2005-12-01,米沢,9.3,2.5,35940,－,Y,Y,Y,Y,Y,N,Y
